,BPA,PNW,CAISO
0,350.4530668510423,457.51053113713095,1088.0279919170212
1,282.3336463795054,368.5817837852551,965.2223548389816
2,245.74962078854048,320.8219592539693,1067.8099906907585
3,266.2596911035966,347.59750796814177,1265.4971137919931
4,280.99260360366526,366.8310752006074,1381.563417127945
5,344.1051514198934,449.2234352740122,1386.8051211495688
6,331.5763754355833,432.86733085585286,1351.6108227186671
7,233.64775181161903,305.02317468879767,1613.6960237998492
8,254.71465519876304,332.52565952841127,1639.1557290477353
9,225.93868635340377,294.95912056580124,1439.970976226037
10,201.36991236289376,262.8850030847177,1365.0894902028422
11,203.9870341741736,266.30161119343813,1582.245799670107
12,274.1667405526962,357.9200268311961,1601.7149860361378
13,469.33722724773395,612.7117849187127,1523.0894257117832
14,507.9805120707665,663.1599374291991,1562.0277984438446
15,489.8287381125074,639.4631045855187,1538.8145377766543
16,524.4267198459269,684.6301825664841,1313.4212648468374
17,523.5048479049658,683.4266943929057,1355.3548970198267
18,501.80067960862596,655.0922710295378,1535.8192783357265
19,484.28823665432543,632.2300739612604,1715.5348447913939
20,498.31118291618367,650.5367923187777,1713.2884002106985
21,734.7616637868371,959.2188822282468,1660.8713599944617
22,825.9030995579607,1078.2024798406796,1713.2884002106985
23,748.9702328735863,977.7679280334024,1721.5253636732496
24,0.01786302055017236,0.023319870169937806,169.5056138661828
25,0.3679782216300016,0.4803893232767645,199.01775199467
26,0.3751234315536211,0.48971727356869593,211.88201733272854
27,0.5430358264287914,0.7089240553900672,322.363354941937
28,0.0,0.0,421.49387019403497
29,0.0,0.0,455.54633726536633
30,0.0,0.0,589.4860410792697
31,0.008931510275086213,0.011659935084968947,633.3758875267634
32,0.06252057192560348,0.08161954559478261,634.1326090172375
33,0.06252057192560348,0.08161954559478261,778.6664136977773
34,0.0,0.0,824.0697031262191
35,0.08931510275086213,0.11659935084968946,637.9162164696078
36,0.11968223773939105,0.1562431302080823,615.2145717553868
37,0.2858083288027582,0.37311792271900546,573.594889779315
38,0.08931510275086213,0.11659935084968946,518.3542209747109
39,0.01786302055017236,0.023319870169937806,480.51814645100933
40,0.36619192127853417,0.47805733848372606,373.06369480369705
41,0.6341372295311206,0.8278553910327945,325.3902409038331
42,0.12504114385120632,0.1632390911895644,378.3607452370153
43,0.0,0.0,401.06238995123607
44,0.0,0.0,367.7666443703788
45,0.0,0.0,535.0020937651395
46,0.0,0.0,793.044122016784
47,0.01786302055017236,0.023319870169937806,862.6624991403947
48,0.01786302055017236,0.023319870169937806,9.511859989549519
49,0.3679782216300016,0.4803893232767645,2.3779649973873798
50,0.3751234315536211,0.48971727356869593,2.3779649973873798
51,0.5430358264287914,0.7089240553900672,3.170619996516506
52,0.0,0.0,7.133894992162139
53,0.0,0.0,15.060444983453406
54,0.0,0.0,23.7796499738738
55,0.008931510275086213,0.011659935084968947,11.8898249869369
56,0.06252057192560348,0.08161954559478261,2.3779649973873798
57,0.06252057192560348,0.08161954559478261,2.3779649973873798
58,0.0,0.0,3.170619996516506
59,0.08931510275086213,0.11659935084968946,4.7559299947747595
60,0.11968223773939105,0.1562431302080823,5.548584993903886
61,0.2858083288027582,0.37311792271900546,14.267789984324278
62,0.08931510275086213,0.11659935084968946,17.438409980840785
63,0.01786302055017236,0.023319870169937806,19.023719979099038
64,0.36619192127853417,0.47805733848372606,18.23106497996991
65,0.6341372295311206,0.8278553910327945,14.267789984324278
66,0.12504114385120632,0.1632390911895644,4.7559299947747595
67,0.0,0.0,14.267789984324278
68,0.0,0.0,26.157614971261175
69,0.0,0.0,18.23106497996991
70,0.0,0.0,19.816374978228165
71,0.01786302055017236,0.023319870169937806,23.7796499738738
72,0.04261298877851812,0.05563053365341791,11.49620452803076
73,0.04971515357493778,0.06490228926232086,2.87405113200769
74,0.21306494389259065,0.2781526682670896,2.87405113200769
75,0.3053930862460462,0.398685491182828,3.8320681760102526
76,0.2698822622639475,0.3523267131383127,8.62215339602307
77,0.4261298877851813,0.5563053365341792,18.202323836048702
78,0.24147360307826912,0.3152396907027012,28.740511320076894
79,0.25709836596904945,0.3356375534843988,14.370255660038447
80,0.3551082398209837,0.4635877804451485,2.87405113200769
81,0.6178883372885128,0.8066427379745598,2.87405113200769
82,0.17755411991049186,0.23179389022257424,3.8320681760102526
83,0.028408659185678718,0.037087022435611905,5.74810226401538
84,0.0,0.0,6.706119308017943
85,0.0,0.0,17.24430679204614
86,0.0,0.0,21.076374968056392
87,0.0,0.0,22.99240905606152
88,0.0,0.0,22.034392012058955
89,0.0,0.0,17.24430679204614
90,0.0,0.0,5.74810226401538
91,0.0,0.0,17.24430679204614
92,0.10653247194629532,0.1390763341335448,31.614562452084584
93,0.028408659185678718,0.037087022435611905,22.034392012058955
94,0.028408659185678718,0.037087022435611905,23.950426100064078
95,0.03551082398209838,0.04635877804451485,28.740511320076894
96,0.04261298877851812,0.05563053365341791,9.511859989549519
97,0.04971515357493778,0.06490228926232086,2.3779649973873798
98,0.21306494389259065,0.2781526682670896,2.3779649973873798
99,0.3053930862460462,0.398685491182828,3.170619996516506
100,0.2698822622639475,0.3523267131383127,7.133894992162139
101,0.4261298877851813,0.5563053365341792,15.060444983453406
102,0.24147360307826912,0.3152396907027012,23.7796499738738
103,0.25709836596904945,0.3356375534843988,11.8898249869369
104,0.3551082398209837,0.4635877804451485,2.3779649973873798
105,0.6178883372885128,0.8066427379745598,2.3779649973873798
106,0.17755411991049186,0.23179389022257424,3.170619996516506
107,0.028408659185678718,0.037087022435611905,4.7559299947747595
108,0.0,0.0,5.548584993903886
109,0.0,0.0,14.267789984324278
110,0.0,0.0,17.438409980840785
111,0.0,0.0,19.023719979099038
112,0.0,0.0,18.23106497996991
113,0.0,0.0,14.267789984324278
114,0.0,0.0,4.7559299947747595
115,0.0,0.0,14.267789984324278
116,0.10653247194629532,0.1390763341335448,26.157614971261175
117,0.028408659185678718,0.037087022435611905,18.23106497996991
118,0.028408659185678718,0.037087022435611905,19.816374978228165
119,0.03551082398209838,0.04635877804451485,23.7796499738738
120,0.04261298877851812,0.05563053365341791,9.511859989549519
121,0.04971515357493778,0.06490228926232086,2.3779649973873798
122,0.21306494389259065,0.2781526682670896,2.3779649973873798
123,0.3053930862460462,0.398685491182828,3.170619996516506
124,0.2698822622639475,0.3523267131383127,7.133894992162139
125,0.4261298877851813,0.5563053365341792,15.060444983453406
126,0.24147360307826912,0.3152396907027012,23.7796499738738
127,0.25709836596904945,0.3356375534843988,11.8898249869369
128,0.3551082398209837,0.4635877804451485,2.3779649973873798
129,0.6178883372885128,0.8066427379745598,2.3779649973873798
130,0.17755411991049186,0.23179389022257424,3.170619996516506
131,0.028408659185678718,0.037087022435611905,4.7559299947747595
132,0.0,0.0,5.548584993903886
133,0.0,0.0,14.267789984324278
134,0.0,0.0,17.438409980840785
135,0.0,0.0,19.023719979099038
136,0.0,0.0,18.23106497996991
137,0.0,0.0,14.267789984324278
138,0.0,0.0,4.7559299947747595
139,0.0,0.0,14.267789984324278
140,0.10653247194629532,0.1390763341335448,26.157614971261175
141,0.028408659185678718,0.037087022435611905,18.23106497996991
142,0.028408659185678718,0.037087022435611905,19.816374978228165
