,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
0,7640.994452353919,5756.953560700012,2900.2238155543737,1555.3191631987634,3366.2912004870873,2414.5807024111336,61.694951393246356,8169.464210859554,1023.9734216865625,481.8069592973071,1092.5118417881063,6419.372958709306,637.5412827722906,92.92036464441995,410.59091039425095,7577.96177422543,14956.398478937972,9102.496476571121,3753.9800357942786,1101.235606927346,978.1539389771993,39.02393944603159,944.1191839938433,68682.73099656939,297.54393052230245,2025.620644031066,743.4101477047165,358.23613084227367,107.28065615398067,653.7765345246316
1,7261.0653888987035,6348.85823802555,2446.1589417490068,1555.3191631987634,1902.3401713912986,2711.3952500784058,56.33035729609847,13655.899400731465,853.708364542687,440.4811548665347,1116.476419834767,21213.865967079826,469.1046480369663,99.80253764597697,387.02716582918373,7937.697813087176,14107.490314395214,9905.166950383888,4359.262856417148,1846.3567273324231,764.0602621603036,104.06003474182675,944.1191839938433,84498.41319742512,314.84104061875524,2579.835251931457,920.0632870965691,346.6196872689364,111.32836121860667,653.7765345246316
2,4824.365375706888,7402.7752390454,3775.907897960422,1555.3191631987634,1650.2042140687845,2640.8594735415068,116.01340929657724,8878.044886893656,1249.8392626472169,545.2620654555254,1086.3482075112302,9161.285272383233,428.18829818040865,115.2896327241603,415.55450777715293,7220.245692702879,11448.89871878189,13159.127823618313,4359.262856417148,2914.5373544865547,1276.2229703535415,1430.8397418785835,944.1191839938433,64011.66082964732,557.0264564793362,1352.6436202888528,812.650766326488,336.93603057197777,107.28065615398067,653.7765345246316
3,7350.72363703392,11389.614917146906,3224.506028540996,1555.3191631987634,1134.3381257398912,2339.107421516652,1688.4978681857858,4150.840866979561,3576.856485793121,3284.8752323258086,1392.3373847839161,4948.681608751311,440.77794429011874,191.00015321532766,461.45444056527924,12778.801025191398,8966.119092043502,8365.981011961487,4359.262856417148,1377.2202631717876,1018.7375129766466,2877.3700800692636,1761.2607739901184,59004.51528289013,0.0,2661.280050873247,927.1355893554386,333.07045681922034,105.25570549224156,571.7199004981038
4,6819.03769849155,14145.199530588327,2959.881974156539,1555.3191631987634,767.9522852493307,2225.2626781860968,2625.3591654780585,3373.059775870463,9002.771479573086,3695.7477463268315,3845.678480910713,4127.220965262523,313.25765941135194,640.1082638852041,439.13159534593757,8980.913962537697,9412.276557382294,6287.198958753726,4359.262856417148,954.9469673792864,1045.3228187402467,2219.1067722414014,1185.5513523974757,53853.87687732692,362.12670808512405,2136.463565611144,733.5120128838967,325.31958699864043,101.20800042761556,605.0978998963008
5,5685.51405839483,11321.16864696997,4236.775895115159,1555.3191631987634,593.5420759705835,2105.351858073368,722.2351478854422,3661.1755724754908,9009.749555685541,1655.698358161913,2861.336887439428,3791.694786936118,351.04664494766314,645.2698936363718,440.3724946916631,7648.843913582569,8651.34720742152,6722.925526379027,4359.262856417148,873.530761041319,792.0425437763611,868.9166954069963,1169.7082764491554,53938.21039960765,349.4352608116609,3386.333749003285,542.714268974305,329.18516075139786,109.30560681571977,598.1417645157159
6,5858.388045817222,8766.567172320827,2913.8300622531137,1555.3191631987634,699.0673019745196,2069.3786120395494,582.74439855402,3067.1834164610154,8339.195939822752,5393.54369813639,2959.9243710222995,3596.471567508314,369.93111411222816,445.6648183444179,487.49998382179746,6054.546675503106,8870.565942431276,7983.734895701334,4359.262856417148,832.1387617390965,1245.4324821769324,426.64157790438077,1044.9906506383331,47633.33557715748,296.392514816555,3431.63085633371,630.3459618107353,325.31958699864043,107.28065615398067,606.4862643652652
7,6086.739192764398,9049.996954735316,3072.5696070717395,1555.3191631987634,4223.662928268203,1965.5499489772335,3436.759320861789,2210.0718114921765,22212.66454588867,20352.783275515198,10112.653292677896,3261.0918432099857,1549.00760446668,333.82950706911606,492.46358120469944,5861.548933367479,8613.184211692249,6552.9009700158385,4359.262856417148,761.7463097392899,1151.6782966502844,405.8444057016195,1044.9906506383331,55297.61643040145,386.34524967118205,3949.697772622737,651.5319851713666,340.8016043247352,107.28065615398067,607.8746288342296
8,5390.232402859687,8046.325738413535,3342.252394203164,1555.3191631987634,4761.572874717064,1966.8195929548976,4297.185395437259,2746.309248461169,26275.74810872504,16729.583715574474,13347.64134262348,2863.322702950484,5443.618637946916,299.396583814531,3333.08232862615,5597.669051874715,8302.199494585388,6372.9840758278815,4008.3958114874654,705.1783295756702,1035.5297329174086,387.61478562265603,1732.9529250530459,54210.091605766414,418.6366384525929,3808.256805031378,866.3570267115285,362.12142691009626,101.20800042761556,607.8746288342296
9,4310.57529507574,8183.062719062456,2454.706455700779,1555.3191631987634,3402.9480300169043,1891.3463120604156,8569.645903674073,2413.9893844318076,17513.654424124892,14819.75621709294,6818.635411971184,2188.0231794834144,3238.0249038859315,306.278756816088,5520.134067958065,4302.692764966585,7336.034797362991,6110.064284578985,4008.3958114874654,636.1699530836091,1048.1310253007987,278.36258991937177,1793.063419092262,54401.41541750776,1027.5673624764083,5748.382908736808,1158.9156262673011,373.73787048343354,99.18304976587643,607.8746288342296
