2.175950204205008504e+03,2.093951164077790509e+03,1.383646085292081125e+03,2.295491077093900572e+02,8.879286513072224807e+01,5.427942288243149233e+04,5.480204553587567773e+01,6.204893493157873309e+03,6.704682691362326295e+03,3.251988537094286130e+03,3.879013087806307340e+03,2.989596368577808971e+04,2.206905178116960997e+03,4.991950799621687906e+02,1.293177644391222202e+03,7.279341828785113648e+02,5.621385011991730607e+03,1.271639089586707087e+03,8.411694247292047066e+01,1.104777208622213607e+02,9.446549560443877169e+01,2.924374657287588093e+02,1.144165965814051447e+02,2.835601603762535160e+04,8.819628728319770744e+03,1.353449841460724929e+04,6.450964389496277363e+03,1.073934285299954354e+04,9.860607700834247225e+03,2.795531924500022342e+03,5.047227576856110318e+03,4.740606052735965932e+03,4.656535078525244899e+03,4.563830573612320222e+03,1.511051826383514162e+04,2.427501618809927095e+04,2.022841788074240321e+04,1.685800536840801215e+04,4.993250533605198143e+03,1.958958437683737429e+03,4.474252682757099819e+01,7.693664629756790418e+01,3.764256947192287771e+04
2.174523330377938692e+03,5.668986693043336800e+02,2.211252026345345257e+03,1.699856084071486748e+02,8.277435208730204863e+01,3.127191458577059529e+04,4.759482862917245427e+01,7.479000188707923371e+03,6.681244690771014575e+03,1.483382979553034147e+03,3.879013087806307340e+03,2.982767872881902440e+04,2.168009718891513330e+03,7.518299337608304995e+02,9.588024570283553203e+02,4.948593736276964137e+02,3.684658660665109892e+03,8.385913822223635634e+02,8.712358190329017305e+01,1.144265884976405374e+02,1.003307882364188970e+02,3.157909508003905898e+02,1.235536826026918789e+02,1.621927686446667212e+04,4.994287783387226227e+03,7.669024295000447637e+03,3.657130292626226492e+03,6.088264281004718214e+03,5.589763492393783963e+03,3.375560744648289983e+03,5.346929213292605709e+03,5.025415606485918943e+03,4.935064737593818791e+03,4.831821352302987179e+03,1.039028459974430370e+04,1.665144801299935352e+04,1.452780017730773579e+04,1.273019514465716384e+04,5.960277272729559627e+03,1.958958437683737429e+03,8.572086401764079255e+01,7.693664629756790418e+01,2.321247753127297983e+04
2.173105108051981915e+03,2.510342062653487119e+03,4.968798417278787838e+02,2.162387775910286791e+02,7.964630912394552809e+01,2.934797584514193295e+04,4.283534576625520174e+01,7.465587480006708574e+03,6.657648988507249669e+03,2.395586868148424855e+03,3.879013087806307340e+03,2.981644196374981402e+04,2.158195526839654576e+03,2.101497515189885803e+02,1.303003700071558342e+03,6.482026945992206493e+02,4.610551148673398529e+03,1.045555585424216588e+03,8.074047083444419570e+01,1.060431220738158089e+02,8.969583998700163363e+01,2.778554176389511099e+02,1.087113484201805704e+02,1.520688734158088846e+04,4.678949040433075425e+03,7.184518342348687838e+03,3.425929033343778428e+03,5.703368404735072545e+03,5.236388395077698988e+03,3.375560744648289983e+03,5.760865776677467693e+03,5.419410501286373801e+03,5.319985915567991469e+03,5.201424628010043307e+03,1.023892850793587058e+04,1.628180654008704732e+04,1.427140005218348051e+04,1.249575178351317300e+04,5.942356137911900987e+03,1.958958437683737429e+03,9.709898269463300835e+01,7.693664629756790418e+01,2.220750170948993036e+04
2.171706636872865602e+03,2.416260465123218637e+03,1.469661481972867023e+03,1.348591626040839628e+02,6.863876553137438918e+01,3.007985993234487614e+04,3.929972992523096309e+01,7.452072985304324902e+03,6.633898657115503738e+03,6.966268513277478860e+02,3.879013087806307340e+03,2.982767872881902440e+04,2.233921928517160268e+03,4.765118703332382779e+02,7.254506584879144384e+02,3.793849690850880165e+02,2.800747891711614102e+03,6.409120240083757380e+02,7.759092710234908452e+01,1.019065664282064319e+02,8.710883564195829365e+01,2.710662010110602296e+02,1.060550572432571101e+02,1.559194626144830363e+04,4.798763178865117879e+03,7.367264958615739488e+03,3.512544451182759076e+03,5.847562762720246610e+03,5.368836060047406136e+03,3.375560744648289983e+03,5.666514109400445705e+03,5.329540138791733625e+03,5.232226292294124505e+03,5.117232620621861315e+03,1.032624955396647601e+04,1.630764511492501333e+04,1.425870634102290933e+04,1.242770756359770894e+04,5.936050553439022224e+03,1.958958437683737429e+03,7.588264110144450569e+01,7.693664629756790418e+01,2.254949064926616120e+04
2.170317901548419286e+03,2.369612450989543049e+03,1.442197328845251150e+03,1.438018557215366400e+02,7.942853398092701411e+01,2.862821133853171341e+04,3.685199588144495664e+01,7.438456704600766898e+03,6.610167155896889199e+03,1.391201313525114529e+03,3.879013087806307340e+03,2.984323732660716632e+04,2.118765320032769523e+03,4.594747487403175228e+02,8.641199167071422380e+02,4.023840371496224861e+02,3.077156055575756909e+03,7.019691491168468929e+02,7.441889882686537305e+01,9.774047997661222098e+01,7.900038364017156312e+01,2.355466963408979382e+02,9.215799782752975489e+01,1.482828293688039776e+04,4.561120475840634754e+03,7.002445912091869104e+03,3.338575623871720836e+03,5.557945463751804709e+03,5.102931659228770513e+03,3.375560744648269974e+03,5.698481535715533028e+03,5.359984998342123617e+03,5.261958881396438301e+03,5.145761430157046561e+03,1.002842844474891717e+04,1.575935532040653197e+04,1.383181213458598359e+04,1.208418333954363516e+04,5.924545627383206920e+03,1.958958437683737429e+03,6.339237548609963113e+01,7.693664629756790418e+01,2.163945476100394080e+04
2.168922524511674055e+03,2.479007888267346971e+03,1.360593506821487608e+03,1.704042601847994547e+02,6.107602874655029268e+01,2.842829332606296521e+04,3.576411408420672444e+01,7.424738637896138243e+03,6.586451696699405147e+03,1.292165477215846522e+03,3.879013087806307340e+03,2.983977986043201963e+04,2.217877249697672596e+03,4.376083122081555530e+02,9.903046715208936348e+02,4.990300438219927628e+02,3.796067380856872660e+03,8.625676707905960257e+02,7.753752103564703191e+01,1.018364238343840498e+02,8.892900069817413566e+01,2.795403927566728726e+02,1.093705974593337373e+02,1.472313775998740493e+04,4.528399836835167662e+03,6.951990100303389227e+03,3.314429973848801637e+03,5.517748619009198592e+03,5.066040336522250072e+03,3.375560744648289983e+03,5.676495057758249459e+03,5.339045240199918226e+03,5.241509321311027634e+03,5.126140351125488451e+03,9.966637715363376628e+03,1.561262466109113302e+04,1.370806392460865936e+04,1.196740223348909785e+04,5.920673777268317281e+03,1.958958437683737429e+03,8.212777390911693942e+01,7.693664629756790418e+01,2.150677192590772756e+04
2.167617672962901906e+03,2.469209511868427398e+03,1.423318321434770041e+03,1.583168500500390223e+02,7.034137119497350454e+01,2.955497878836233576e+04,3.454024706231371056e+01,7.410918785190325252e+03,6.562584214590855481e+03,1.294957079378839808e+03,3.879013087806307340e+03,2.984323732660716632e+04,2.141409823834485906e+03,4.631798420028997043e+02,1.011505411068025751e+03,4.377024201260008454e+02,3.057762508297749264e+03,6.974024116213398656e+02,7.008917380017456367e+01,9.205389486252643394e+01,7.712437436413458158e+01,2.391523397236887263e+02,9.356871120283928178e+01,1.531578770077938498e+04,4.712728300821267112e+03,7.234255343896588784e+03,3.448849830068002120e+03,5.741526155983266108e+03,5.271538792236798145e+03,3.375560744648289983e+03,5.710361806881710436e+03,5.371300537430162876e+03,5.273008966639717073e+03,5.156362846189699667e+03,1.022643144453207242e+04,1.599902154156880715e+04,1.399241197965753963e+04,1.217246155483650546e+04,5.936050553439022224e+03,1.958958437683737429e+03,5.911488726166643914e+01,7.693664629756790418e+01,2.220847737942196909e+04
2.166334610983846687e+03,2.463581839713521276e+03,1.429957765066322963e+03,1.557927190092278806e+02,6.139279259094082875e+01,2.855591525776348863e+04,3.331638004042070378e+01,7.396997146483359757e+03,6.538546426354514551e+03,1.443743243207083879e+03,3.879013087806307340e+03,2.984410169315095118e+04,2.109539567831314343e+03,4.875809540432397853e+02,8.987298706223837144e+02,4.505556822547264346e+02,3.271724364350404358e+03,7.452291794448744895e+02,7.284541164255270473e+01,9.567388943232634801e+01,8.259608753432074479e+01,2.588334381046119006e+02,1.012689704296021915e+02,1.479025872045488359e+04,4.549225916850342401e+03,6.983336075642537253e+03,3.329475171279001188e+03,5.542795344388285230e+03,5.089049676615875796e+03,3.375560744648289983e+03,5.813689218948188682e+03,5.469741627535116095e+03,5.369124054966712720e+03,5.248546119406494654e+03,1.007936044371245953e+04,1.575138949328450144e+04,1.380537337023368309e+04,1.202147995684304442e+04,5.942356137911900987e+03,1.958958437683737429e+03,5.748944173638184196e+01,7.693664629756790418e+01,2.163405815244854966e+04
2.165036457830075960e+03,2.485732270745261303e+03,1.416625348470596691e+03,1.761937348144498969e+02,6.448124007374858024e+01,2.874016908008026803e+04,3.576411408420672444e+01,7.382973721775242666e+03,6.514433218294670951e+03,1.510109241920237309e+03,3.879013087806307340e+03,2.983891549388824205e+04,2.269646651532313172e+03,4.867474101049107276e+02,1.020399255178283966e+03,5.202646713774933005e+02,3.882642587741588613e+03,8.815556612754221533e+02,5.785978654738894278e+01,7.599203156234514722e+01,6.977330440076467255e+01,2.332954650834884092e+02,9.127720022538738931e+01,1.488716883284468349e+04,4.579345524752520760e+03,7.030083955125293869e+03,3.351972708689545016e+03,5.580248468140356636e+03,5.123426510997046535e+03,3.375560744648289983e+03,5.835152631853448838e+03,5.490195755285756604e+03,5.389091108256917323e+03,5.267689827981638700e+03,1.013359280739706992e+04,1.582727640602662541e+04,1.386269767711055101e+04,1.205127910305486148e+04,5.933506194792071256e+03,1.958958437683737429e+03,6.476117171791823068e+01,7.693664629756790418e+01,2.174378479106263330e+04
2.163688541430512942e+03,2.499538031665424114e+03,1.411567128573651644e+03,1.639377309675400056e+02,6.240247734493566867e+01,2.987790793510944422e+04,4.161147874436219496e+01,7.368848511065973980e+03,6.490243267348565496e+03,1.440969722361336153e+03,3.879013087806307340e+03,2.983545802771309900e+04,2.261468301971391156e+03,4.896835680205090284e+02,9.544048372402069162e+02,4.690429976818812747e+02,3.304080862030753451e+03,7.519983897772833643e+02,5.076147388216177347e+01,6.666923187220909597e+01,6.793247623856871087e+01,2.414545216981477438e+02,9.446944334935905374e+01,1.548568736013739181e+04,4.765583622953373379e+03,7.317030150311466969e+03,3.488857064150843144e+03,5.808128818387574029e+03,5.332660164606293620e+03,3.375560744648289983e+03,5.810113084107374561e+03,5.466333846215737140e+03,5.365797296190401539e+03,5.245356322042689499e+03,1.036186212409602558e+04,1.618939311397841084e+04,1.412971875569727490e+04,1.225634181575130060e+04,5.937267420618000870e+03,1.958958437683737429e+03,6.305017642814496526e+01,7.693664629756790418e+01,2.242981471682921620e+04
