7.863003019518583869e+01,2.935304236876136841e+01,2.121555001869213086e+01,3.046247443281599843e+01,-5.732797285573910528e+01,2.599174446308214215e+01,2.487992729970569172e+01,2.138535360251925699e+00,0.000000000000000000e+00,3.097235161435174078e+01
9.452808782817851352e+01,5.300062937294409693e+01,2.121800117009212272e+01,3.046247443281599843e+01,-5.723277706045577418e+01,2.598919884080293485e+01,1.837707503105397322e+01,2.281980730514276345e+01,6.973456291921527495e+00,1.314836477045732011e+01
9.505161685831266993e+01,5.323268225983249380e+01,3.249997184949509688e+01,3.046247443281599843e+01,3.102429235360982673e+01,3.050956061276012221e+01,2.424592183017520242e+01,3.292070472182184915e+01,2.532979175942775996e+01,1.942787838352418817e+01
9.482684538588020473e+01,5.313351002698879455e+01,3.250717256873713978e+01,3.046247443281599843e+01,3.102614707656050896e+01,3.052281346288433994e+01,2.417820641771022494e+01,3.289478570852258343e+01,2.529373145519996768e+01,1.928976831965218963e+01
9.483284057947538770e+01,5.313535842988314073e+01,3.250987914334685058e+01,3.046247443281599843e+01,3.102682661267187214e+01,3.052779830573132003e+01,2.418303172765620701e+01,3.289666364100752816e+01,2.529624395016701754e+01,1.930832217407734319e+01
9.509135778064670319e+01,5.324763946067979248e+01,3.251455066979724506e+01,3.046247443281599843e+01,3.102797676127841697e+01,3.053640650112113164e+01,2.426901360426262499e+01,3.292932966237101056e+01,2.534111819699150914e+01,1.951406149418484404e+01
9.492608128753559527e+01,5.317674697753749768e+01,3.251523257872805317e+01,3.046247443281599843e+01,3.102814223770028690e+01,3.053766351644527077e+01,2.422269778099717996e+01,3.291192080330031189e+01,2.531518228468422649e+01,1.939480478362148119e+01
9.515646568447115783e+01,5.327590981786563873e+01,3.251839718425368631e+01,3.046247443281599843e+01,3.102890211864924552e+01,3.054349863038341439e+01,2.429873168232080616e+01,3.294026988468130668e+01,2.535442851100500405e+01,1.957440520182213817e+01
9.502575708117903730e+01,5.322046403101569467e+01,3.252107418480456147e+01,3.046247443281599843e+01,3.102953454003083777e+01,3.054843665971919364e+01,2.426501854650990708e+01,3.292784524679861136e+01,2.533749782990694399e+01,1.949823236441478258e+01
9.511493115402383580e+01,5.325886654930248199e+01,3.252363729811605708e+01,3.046247443281599843e+01,3.103013112373564297e+01,3.055316632418919198e+01,2.429608350454441634e+01,3.293930229044449476e+01,2.535383187136489980e+01,1.958066175548650278e+01
9.517386009472959074e+01,5.328400511156646502e+01,3.252546421408248989e+01,3.046247443281599843e+01,3.103055100760735385e+01,3.055653852053212560e+01,2.431705868203129484e+01,3.294692716418325773e+01,2.536428220870354977e+01,1.963373692299952822e+01
9.536739689960039357e+01,5.336464705400879893e+01,3.252610477221944763e+01,3.046247443281599843e+01,3.103069717371832326e+01,3.055772109057054564e+01,2.437943393505712208e+01,3.296907401441041685e+01,2.539460900237154206e+01,1.978981594564920599e+01
9.530316654277766020e+01,5.333824422439493418e+01,3.252756982407469621e+01,3.046247443281599843e+01,3.103102941669477843e+01,3.056042619780250291e+01,2.436355906588826770e+01,3.296351237975338222e+01,2.538686055407440989e+01,1.974933807761293991e+01
9.535779905444032067e+01,5.336097623171825433e+01,3.252845568559445866e+01,3.046247443281599843e+01,3.103122891915267445e+01,3.056206213958222406e+01,2.438216816211319937e+01,3.297002677252049807e+01,2.539590869440426246e+01,1.979521348091682498e+01
9.541596134736674628e+01,5.338500772064637090e+01,3.252975614430394558e+01,3.046247443281599843e+01,3.103151988916652471e+01,3.056446409058971625e+01,2.440119179128112847e+01,3.297661374049433647e+01,2.540472943887844082e+01,1.984224873864480543e+01
9.516738986153775670e+01,5.328198806550422262e+01,3.253098104688167780e+01,3.046247443281599843e+01,3.103179188188569526e+01,3.056672688372428226e+01,2.432644612048506971e+01,3.295031072418404250e+01,2.536896863651063683e+01,1.965611309799863093e+01
9.527730031304369618e+01,5.332818507988583434e+01,3.253367818936351341e+01,3.046247443281599843e+01,3.103238369322829726e+01,3.057171073157183372e+01,2.436385388494338144e+01,3.296361613288480896e+01,2.538757222498745847e+01,1.975354746415288076e+01
9.522691082837530985e+01,5.330733117695395151e+01,3.253476968113755419e+01,3.046247443281599843e+01,3.103262041235835866e+01,3.057372814498867442e+01,2.435013147083216722e+01,3.295876823773132713e+01,2.538092159841665207e+01,1.971935921733241770e+01
9.547511545235759911e+01,5.340969534222480064e+01,3.253558339648079567e+01,3.046247443281599843e+01,3.103279584557580151e+01,3.057523233961907749e+01,2.442770971753369125e+01,3.298567334033582910e+01,2.541751399829627900e+01,1.991313150491006212e+01
9.532448582682576443e+01,5.334856103266464089e+01,3.253582920730057282e+01,3.046247443281599843e+01,3.103284866596932545e+01,3.057568676676895691e+01,2.438232280874014180e+01,3.297008061481392360e+01,2.539640247035673681e+01,1.979723260520908923e+01
9.512223288491452422e+01,5.326421866565452490e+01,3.253718428642896043e+01,3.046247443281599843e+01,3.103313838764597676e+01,3.057819215996824269e+01,2.432441307272187814e+01,3.294957946107314939e+01,2.536825088874078205e+01,1.965227226281876938e+01
9.504830355525730567e+01,5.323277236918059430e+01,3.253754812751939340e+01,3.046247443281599843e+01,3.103321575703527913e+01,3.057886494214202600e+01,2.430470509271356860e+01,3.294244722234029155e+01,2.535835928395554362e+01,1.960432934221969248e+01
9.511375793835792081e+01,5.326081081580376519e+01,3.253836268716759150e+01,3.046247443281599843e+01,3.103338832278975801e+01,3.058037127489987839e+01,2.432463154748678491e+01,3.294965808409799735e+01,2.536835965764384326e+01,1.965682104741080849e+01
9.521515711600477516e+01,5.330358956480964139e+01,3.254014766332971931e+01,3.046247443281599843e+01,3.103376334179410279e+01,3.058367275211668002e+01,2.435846096808273842e+01,3.296171546246990403e+01,2.538511057589025910e+01,1.974312315216094404e+01
9.519139721793142428e+01,5.329361747736913202e+01,3.253931676902958259e+01,3.046247443281599843e+01,3.103358930816982664e+01,3.058213583575247796e+01,2.435229056551015603e+01,3.295953354105116517e+01,2.538211675271866596e+01,1.972797151410359362e+01
